id,start_time,end_time,length,removed_from_corpus,changed,new_name,new_start,new_end,Explanation,r1,a1,r2,a2,speaker_1,speaker_1_gender,speaker_1_role,speaker_2,speaker_2_gender,speaker_2_role,mean_score,Text,Dash
116_Adams_Breyer_WAvCoug,1146.2,1152.2,6,,,,,,,0,13,0,44,Adams,f,a,Breyer,m,j,0, I suppose there could be circumstances where the restriction that's placed on travel on the highway are so severe that it undermines -- ,TRUE
128_Adams_Sotomayor_WAvCoug,1244.12,1250.12,6,,,,,,,0,13,43,25,Adams,f,a,Sotomayor,f,j,21.5," No,
that's correct. And I think the other thing is, even if you thought that the treaty preempted things like fees to use the highway, such as a toll or a licensing fee that was issue -- at issue in Cree, so you adopted the Ninth Circuit's rule of what kinds of things are preempted,
it still wouldn't preempt this tax, which isn't a fee to use the highway;
it's a tax, an economic burden on the goods that are being carried in the truck. The -- the text of Article III secures to the -- the Yakamas only the right in common with others to travel upon the public highways. And that right, by its plain terms, doesn't protect activities other than highway travel. There's nothing in the negotiating history either that indicates -- ",TRUE
107_Crouse_Breyer_KahlervKansas,2065.36,2071.36,6,,,,,,,7,10,41,65,Crouse,m,a,Breyer,m,j,24," Well, I -- I think what the -- what the -- and I don't mean to fight the hypothetical here -- but my understanding of the history is that what has been dealt with throughout our time is how to resolve and handle mental illness within the criminal capability system. And what this Court's decision, Arizona versus Clark said, is that there is no fundamental -- ",TRUE
219_Jurss_Kagan_MitchellvWisconsin,3302.44,3308.44,6,,,,,,,10,1,0,18,Jurss,f,a,Kagan,f,j,5," So two parts in response. I think it's important here that the government has not put the person in that situation. Right? If -- if that opportunity -- if there is an opportunity that's offered to the conscious driver, the unconscious driver's lack of having that opportunity is his fault, not the government's. And then what I would say as a second response is, again, consent -- ",TRUE
148_Jurss_Ginsburg_MitchellvWisconsin,2061.12,2067.12,6,,,,,,,15,21,21,23,Jurss,f,a,Ginsburg,f,j,18," Well, I think it's reasonable to expect, given that every state in the country has had implied consent laws for decades, which are specifically designed to test for evidence of intoxication, I think it's reasonable to expect -- ",TRUE
201_Jurss_Sotomayor_MitchellvWisconsin,2910.6,2916.6,6,,,,,,,15,16,4,50,Jurss,f,a,Sotomayor,f,j,9.5, So general reasonableness in the same way that this Court has applied it in Maryland v. King and in other -- a number of other -- ,TRUE
97_Hinkel_Roberts_MitchellvWisconsin,1296.48,1302.48,6,,,,,,,17,22,28,72,Hinkel,m,a,Roberts,m,j,22.5," The -- the problem with -- again, the problem with using consent as the -- as the way to -- to analyze this is that consent doesn't take into account whether the conditions are reasonable or not. And for all the -- ",TRUE
297_Unikowsky_Kavanaugh_WAvCoug,3142.12,3148.12,6,,,,,,,20,21,34,67,Unikowsky,m,a,Kavanaugh,m,j,27," So the textual hook for that would be the word ""secured,"" which this Court has construed as requiring looking at what they already possessed when -- ",TRUE
31_Hinkel_Breyer_MitchellvWisconsin,731.88,737.88,6,,,,,,,31,57,27,67,Hinkel,m,a,Breyer,m,j,29," In that opinion, I mean, if -- if there's a medical emergency that an officer comes upon, of course, they should make sure that they're -- ",TRUE
130_Adams_Sotomayor_WAvCoug,1287.8,1293.8,6,,,,,,,34,20,69,61,Adams,f,a,Sotomayor,f,j,51.5," Well,
I don't -- I don't think the state is ever going to impose a tax that is so burdensome that nobody can travel on the highways,
but our -- yes,
we believe that -- ",TRUE
278_Unikowsky_Alito_WAvCoug,2747.56,2753.56,6,,,,,,,36,20,15,67,Unikowsky,m,a,Alito,m,j,25.5," Well, if the -- if the relevant taxable event is the entry into a port by a -- ",TRUE
169_Jurss_Ginsburg_MitchellvWisconsin,2408.04,2414.04,6,,,,,,,39,39,32,46,Jurss,f,a,Ginsburg,f,j,35.5, There is no doubt of that. Petitioner -- ,TRUE
59_Purcell_Gorsuch_WAvCoug,564.32,570.32,6,,,,,,,50,22,45,27,Purcell,m,a,Gorsuch,m,j,47.5," Well, presumably, that would allow, for example, a speed limit but not any other sort of regulation on the goods themselves, which is what the state's trying to do here. I mean,
what's odd under Cougar Den's theory is that the state -- ",TRUE
104_Adams_Breyer_WAvCoug,1083.04,1089.04,6,,,,,,,61,48,0,72,Adams,f,a,Breyer,m,j,30.5, I think that that hypothetical is quite unlikely simply because the -- there's -- ,TRUE
291_Unikowsky_Breyer_WAvCoug,3064.92,3070.92,6,,,,,,,64,22,51,26,Unikowsky,m,a,Breyer,m,j,57.5," That's not exactly our position because there was a few other things that have to be true. So,
first of all,
the tax -- ",TRUE
37_Hinkel_Breyer_MitchellvWisconsin,782,788,6,,,,,,,78,5,2,72,Hinkel,m,a,Breyer,m,j,40, The warrant requirement in the Fourth Amendment typically requires officers to make these sorts of judgments about -- ,TRUE
11_Hinkel_Ginsburg_MitchellvWisconsin,177.08,183.08,6,,,,,,,95,19,100,32,Hinkel,m,a,Ginsburg,f,j,97.5," Who is incapable of having that conversation, is that -- ",TRUE
196_Sotomayor_Jurss_MitchellvWisconsin,2835.32,2841.32,6,,,,,,,100,56,79,73,Sotomayor,f,j,Jurss,f,a,89.5," That sounds like an exigent circumstance argument, which you stipulated against in seeking -- ",TRUE
13_Schrup_Alito_KahlervKansas,388.64,394.64,6,,,,,,,,,,,,,,,,,," So the right-and-wrong principle, Your Honor, includes both knowledge of legal wrong and knowledge of moral wrong. There's very little light between the two. So -- ",TRUE
183_Sotomayor_Prelogar_KahlervKansas,3001.04,3007.04,6,1,,,,,inaudible first spaker,,,,,,,,,,,," But that's a different, sort of -- ",TRUE
226_Schrup_Alito_KahlervKansas,3623.64,3629.64,6,,,,,,,,,,,,,,,,,," No, Justice Alito, because the only people that were -- that this has traditionally been applied to are the insane and maybe infants and that's what -- ",TRUE
27_Hinkel_Breyer_MitchellvWisconsin,717.88,723.88,6,,,,,,,,,,,,,,,,,," If the officer believes that there might be evidence of a crime in his blood, is that the hypothetical, or -- ",TRUE
112_Adams_Breyer_WAvCoug,1105.04,1111.6,6.56,,,,,,,0,23,13,60,Adams,f,a,Breyer,m,j,6.5," -- if you imposed a, you know, a million dollar tax on everybody's use -- ",TRUE
215_Breyer_Kagan_WAvCoug,2141.52,2142,0.48,1,,,,,inaudible second speaker,,,,,,,,,,,, What is the word? ,FALSE
153_Elias_Kavanaugh_VAvGolden,3244.12,3244.88,0.76,1,,,,,inaudible second speaker,,,,,,,,,,,," Oh, I'm sorry. ",FALSE
208_Unikowsky_Breyer_WAvCoug,2122.32,2123.16,0.84,,,,,,,13,14,6,26,Unikowsky,m,a,Breyer,m,j,9.5, It does? ,FALSE
208_Breyer_Unikowsky_WAvCoug,2122.32,2123.16,0.84,,1,208_Breyer_Unikowsky_WAvCoug,,,name change,,,,,,,,,,,, It does? ,FALSE
243_Hinkel_Roberts_MitchellvWisconsin,3650.08,3651.08,1,,,,,,,100,53,100,66,Hinkel,m,a,Roberts,m,j,100, If I may? ,FALSE
142_Adams_Gorsuch_WAvCoug,1400.16,1401.16,1,,,,,,,,,,,,,,,,,, No. ,FALSE
238_Unikowsky_Breyer_WAvCoug,2248.28,2249.32,1.04,,,,,,,86,12,59,68,Unikowsky,m,a,Breyer,m,j,72.5, All right. ,FALSE
229_Kavanaugh_Hinkel_MitchellvWisconsin,3508.72,3509.92,1.2,,,,,,,22,27,10,61,Kavanaugh,m,j,Hinkel,m,a,16, Isn't it most? ,FALSE
8_Purcell_Sotomayor_WAvCoug,67.24,68.44,1.2,,,,,,,28,11,37,19,Purcell,m,a,Sotomayor,f,j,32.5, All right. ,FALSE
8_Sotomayor_Purcell_WAvCoug,67.24,68.44,1.2,,1,8_Purcell_Sotomayor_WAvCoug,,,name change,,,,,,,,,,,, All right. ,FALSE
214_Kagan_Breyer_WAvCoug,2140.56,2141.88,1.32,,,,,,,11,48,19,49,Kagan,f,j,Breyer,m,j,15," Well,
it uses the word enter. ",FALSE
39_Purcell_Kagan_WAvCoug,283.76,285.16,1.4,1,,,,,inaudible first spaker,,,,,,,,,,,, Okay. ,FALSE
171_Roberts_Crouse_KahlervKansas,2743.56,2745.04,1.48,1,,,,,formal turn change,,,,,,,,,,,," Thank you, counsel. ",FALSE
90_Gorsuch_Purcell_WAvCoug,940.2,941.72,1.52,,,,,,,62,12,50,22,Gorsuch,m,j,Purcell,m,a,56, Okay. ,FALSE
102_Breyer_Kagan_VAvGolden,2314.28,2315.8,1.52,1,,,,,inaudible second speaker,,,,,,,,,,,, Yeah. ,FALSE
76_Kavanaugh_Schrup_KahlervKansas,1494.44,1496,1.56,,,,,,,14,10,31,46,Kavanaugh,m,j,Schrup,f,a,22.5, Is that a yes? ,FALSE
140_Jurss_Sotomayor_MitchellvWisconsin,1949.08,1950.68,1.6,,,,,,,50,16,46,15,Jurss,f,a,Sotomayor,f,j,48, Uh-huh. ,FALSE
172_Unikowsky_Roberts_WAvCoug,1728.24,1729.88,1.64,1,,,,,indistinguishable speakers,,,,,,,,,,,," Yes,
that's Cougar Den. ",FALSE
176_Sotomayor_Kavanaugh_MitchellvWisconsin,2510.88,2512.52,1.64,1,,,,,inaudible first spaker,,,,,,,,,,,, -- it -- it -- it -- I'm sorry. ,FALSE
233_Schrup_Roberts_KahlervKansas,3691.16,3692.8,1.64,,,,,,,,,,,,,,,,,, Mr. Chief Justice? ,FALSE
141_Sotomayor_Jurss_MitchellvWisconsin,1949.8,1951.48,1.68,,,,,,,98,33,85,60,Sotomayor,f,j,Jurss,f,a,91.5, I should know the law. ,FALSE
40_Kagan_Purcell_WAvCoug,283.92,285.6,1.68,,,,,,,,,,,,,,,,,," -- to assume that, okay? ",FALSE
201_Unikowsky_Breyer_WAvCoug,2087.96,2089.72,1.76,,,,,,,0,43,19,44,Unikowsky,m,a,Breyer,m,j,9.5, That -- that's not our position. ,FALSE
141_Gorsuch_Adams_WAvCoug,1398.96,1400.72,1.76,,,,,,,30,1,70,63,Gorsuch,m,j,Adams,f,a,50, Do you think any of that would hold up today? ,FALSE
172_Crouse_Roberts_KahlervKansas,2744.72,2746.48,1.76,1,,,,,unclear audio,,,,,,,,,,,, Thank you. ,FALSE
122_Heytens_Roberts_VAvGolden,2547.32,2549.12,1.8,,,,,,,,,,,,,,,,,, May I? ,FALSE
202_Breyer_Unikowsky_WAvCoug,2089,2090.84,1.84,,,,,,,3,57,0,73,Breyer,m,j,Unikowsky,m,a,1.5, That's not your argument either. ,FALSE
33_Breyer_Clement_VAvGolden,742.32,744.16,1.84,,,,,,,23,14,23,75,Breyer,m,j,Clement,f,a,23, What's the clarification? ,FALSE
230_Roberts_Alito_KahlervKansas,3669.8,3671.68,1.88,1,,,,,no turn change,,,,,,,,,,,, Certainly. ,FALSE
207_Unikowsky_Breyer_WAvCoug,2120.56,2122.6,2.04,,,,,,,0,54,5,60,Unikowsky,m,a,Breyer,m,j,2.5, I think it does. ,FALSE
42_Hinkel_Breyer_MitchellvWisconsin,815.84,817.88,2.04,,,,,,,0,40,0,41,Hinkel,m,a,Breyer,m,j,0, Of course. ,FALSE
169_Clement_Sotomayor_VAvGolden,3536.64,3538.68,2.04,,,,,,,20,55,1,60,Clement,f,a,Sotomayor,f,j,10.5, I don't think there's any discord here. ,FALSE
182_Kavanaugh_Jurss_MitchellvWisconsin,2641.56,2643.6,2.04,1,,,,,no turn change,,,,,,,,,,,," So that maybe answers a question I had, which is what are the practical problems with getting a warrant? ",FALSE
42_Breyer_Hinkel_MitchellvWisconsin,815.84,817.88,2.04,,1,42_Hinkel_Breyer_MitchellvWisconsin,,,name change,,,,,,,,,,,, Of course. ,FALSE
119_Breyer_Adams_WAvCoug,1186,1188.08,2.08,,,,,,,71,56,2,58,Breyer,m,j,Adams,f,a,36.5, How much is the tax? ,FALSE
295_Unikowsky_Kavanaugh_WAvCoug,3135.76,3137.84,2.08,,,,,,,76,48,33,58,Unikowsky,m,a,Kavanaugh,m,j,54.5, That's correct. ,FALSE
166_Unikowsky_Roberts_WAvCoug,1717.96,1720.04,2.08,1,,,,,no turn change,,,,,,,,,,,," Well, it would depend on who has to pay the tax. ",FALSE
179_Roberts_Unikowsky_WAvCoug,1818.96,1821.04,2.08,1,,,,,inaudible second speaker,,,,,,,,,,,," Does it make a difference -- I think this is the argument on the other side -- that it's assessed per gallon,
in other words,
that suggests as opposed to per mile that you're carrying it? ",FALSE
132_Roberts_Elias_VAvGolden,2752.28,2754.4,2.12,,,,,,,50,63,37,68,Roberts,m,j,Elias,f,a,43.5, Right. ,FALSE
135_Kagan_Jurss_MitchellvWisconsin,1874.24,1876.36,2.12,,,,,,,57,50,80,56,Kagan,f,j,Jurss,f,a,68.5," I guess this isn't consent in -- you said it a little bit differently -- but it wouldn't seem as though this is consent in the normal way, where it's like I understand the choice I'm making, I agree to that choice. There's nothing to say that Mr. Mitchell or anybody in his position understood this choice he was making. ",FALSE
121_Gorsuch_Heytens_VAvGolden,2545.32,2547.44,2.12,1,,,,,no turn change,,,,,,,,,,,," But I -- I would have thought that the response would be that the members of the House have -- or Senate in that case have no more interest in -- in that than they would in this, that the people get to decide how big their House is and what lines are drawn. ",FALSE
133_Sotomayor_Gorsuch_KahlervKansas,2413,2415.12,2.12,,,,,,,,,,,,,,,,,, I'm not sure I understand. ,FALSE
32_Kagan_Purcell_WAvCoug,247.16,249.28,2.12,1,,,,,inaudible second speaker,,,,,,,,,,,," -- there are a lot of issues in this case, but just to make it easier for me, could I ask you to assume a couple of them and then could -- we could focus on one? ",FALSE
129_Gorsuch_Crouse_KahlervKansas,2386.8,2388.96,2.16,,1,,,,inaudible second speaker,,,,,,,,,,,, So you -- you accept that there is a constitutional minimum floor below which the state -- states cannot proceed with respect to mental capacity and insanity; you just suggest that you've met that standard. ,FALSE
167_Roberts_Unikowsky_WAvCoug,1719.96,1722.12,2.16,1,,,,,no turn change,,,,,,,,,,,, Yeah. ,FALSE
181_Sotomayor_Prelogar_KahlervKansas,2997.12,2999.28,2.16,,,,,,,,,,,,,,,,,, Because you could know something is against the law and still not have the ability to conform your conduct. ,FALSE
190_Prelogar_Kagan_KahlervKansas,3090.08,3092.24,2.16,1,,,,,no turn change,,,,,,,,,,,, So I don't think that there is something else here. ,FALSE
38_Kagan_Purcell_WAvCoug,281.76,283.92,2.16,1,,,,,inaudible second speaker,,,,,,,,,,,," In other words,
you know,
if -- if -- if you have a toll on a road,
for example,
the fact that it's generally applicable, you still can't apply it to members of the Yakama Nation. ",FALSE
55_Purcell_Gorsuch_WAvCoug,543.52,545.68,2.16,1,,,,,no turn change,,,,,,,,,,,, That's what the district court held in Yakama Indian Nation. ,FALSE
58_Breyer_Hinkel_MitchellvWisconsin,874.92,877.12,2.2,,,,,,,31,41,31,40,Breyer,m,j,Hinkel,m,a,31, So you bring him to the hospital? ,FALSE
198_Sotomayor_Jurss_MitchellvWisconsin,2883.08,2885.28,2.2,,,,,,,50,51,100,59,Sotomayor,f,j,Jurss,f,a,75, Why -- why do you -- the problem I'm having with your argument is I don't know where you get the implied consent from. ,FALSE
4_Sotomayor_Clement_VAvGolden,115.04,117.24,2.2,,,,,,,64,39,61,48,Sotomayor,f,j,Clement,f,a,62.5, But it's not -- it's not a law that belongs to the one branch. ,FALSE
55_Hinkel_Breyer_MitchellvWisconsin,865.6,867.8,2.2,,,,,,,65,41,65,40,Hinkel,m,a,Breyer,m,j,65," You're supposed to call -- well, you're supposed to arrange, first of all, for medical care. ",FALSE
81_Schrup_Roberts_KahlervKansas,1512.76,1514.96,2.2,,,,,,,68,9,50,65,Schrup,f,a,Roberts,m,j,59, Mr. Chief Justice? ,FALSE
210_Roberts_Jurss_MitchellvWisconsin,3039.84,3042.04,2.2,,,,,,,74,27,50,39,Roberts,m,j,Jurss,f,a,62," Well, there may not be consent, but you'd have pretty good evidence, wouldn't you? ",FALSE
176_Prelogar_Sotomayor_KahlervKansas,2972.64,2974.84,2.2,1,,,,,inaudible second speaker,,,,,,,,,,,," And, Justice Sotomayor, Kansas here has recognized cognitive incapacity as the way that you excuse criminal responsibility when you are assessing these difficult issues of how mental illness should function to excuse criminal culpability in a criminal justice system. ",FALSE
217_Kagan_Unikowsky_WAvCoug,2142,2144.24,2.24,,,,,,,0,28,0,54,Kagan,f,j,Unikowsky,m,a,0," Yeah,
it uses enter. It says entry of fuel. ",FALSE
221_Kagan_Unikowsky_WAvCoug,2149.04,2151.28,2.24,,,,,,,12,22,7,63,Kagan,f,j,Unikowsky,m,a,9.5, Enter. ,FALSE
78_Kavanaugh_Schrup_KahlervKansas,1496,1498.24,2.24,,,,,,,50,4,62,65,Kavanaugh,m,j,Schrup,f,a,56, All 48 are constitutional? ,FALSE
217_Unikowsky_Kagan_WAvCoug,2142,2144.24,2.24,,1,217_Kagan_Unikowsky_WAvCoug,,,name change,,,,,,,,,,,," Yeah,
it uses enter. It says entry of fuel. ",FALSE
224_Schrup_Alito_KahlervKansas,3616.52,3618.76,2.24,,,,,,,,,,,,,,,,,, Oh. ,FALSE
5_Hinkel_Roberts_MitchellvWisconsin,87.16,89.4,2.24,1,,,,,inaudible second speaker,,,,,,,,,,,," Well, I don't know that it's more -- that it's an equally intrusive search as opposed to a blood draw. ",FALSE
7_Purcell_Sotomayor_WAvCoug,65.24,67.48,2.24,1,,,,,no turn change,,,,,,,,,,,," The other state could certainly tax them on that, Your Honor. They've conceded that. ",FALSE
81_Ratner_Sotomayor_VAvGolden,1880.72,1883,2.28,,,,,,,19,11,11,23,Ratner,m,a,Sotomayor,f,j,15," So, Justice Sotomayor, we think there's a legal error here, not -- we haven't gone on to discuss the clear error question. ",FALSE
61_Schrup_Gorsuch_KahlervKansas,1264.72,1267,2.28,,,,,,,50,4,71,69,Schrup,f,a,Gorsuch,m,j,60.5," This Court has never -- well, so it's our position -- we're making a facial challenge, so it's our position it should be applied everywhere. ",FALSE
136_Crouse_Kagan_KahlervKansas,2449.2,2451.48,2.28,,,,,,,66,31,66,69,Crouse,m,a,Kagan,f,j,66," Again, I think that is a much more difficult situation, and I -- I -- I think that would present a -- a lot of additional problems for the State of Kansas because of this Court's requirement of having a mens rea baseline. ",FALSE
23_Schrup_Kagan_KahlervKansas,577.16,579.44,2.28,,1,,,580,Clarify second speaker,,,,,,,,,,,," Justice Alito, they should be given the opportunity to at least try. This shouldn't be legislatively cut off at the knees. ",FALSE
53_Schrup_Kagan_KahlervKansas,1168.12,1170.4,2.28,1,,,,,no turn change,,,,,,,,,,,," Justice Kavanaugh, they have abolished. ",FALSE
179_Sotomayor_Prelogar_KahlervKansas,2975.24,2977.56,2.32,,,,,,,8,8,30,53,Sotomayor,f,j,Prelogar,f,a,19, -- where we differ. ,FALSE
11_Clement_Ginsburg_VAvGolden,247.2,249.52,2.32,1,,,,,inaudible second speaker,,,,,,,,,,,," Well, I don't think it is guaranteed that there will be a gentleman from Norfolk because, if you redistrict in a way that essentially splits Norfolk four ways, there may be no gentleperson from Norfolk. And I think, more fundamentally, this is the basic decision as to whether they're going to be a representative government in terms of compact districts, whether they're going to be elongated. ",FALSE
113_Breyer_Adams_WAvCoug,1111.08,1113.4,2.32,1,,,,,no turn change,,,,,,,,,,,," No,
no,
it's $1,000, and, of course, as soon as you agree to that, I'm going to say it's only 50, and then I'm going to say it's 10. ",FALSE
67_Hinkel_Sotomayor_MitchellvWisconsin,912.36,914.68,2.32,1,,,,,no turn change,,,,,,,,,,,," -- it probably shouldn't. If, in fact, medical care is keeping the officer from -- from pursuing a warrant, that's a textbook case of exigency. ",FALSE
7_Schrup_Ginsburg_KahlervKansas,277.68,280,2.32,,,,,,,,,,,,,,,,,," Well, I want to rewind a little bit, Your Honor, because really what we're talking about is the mechanism to be able to show that you lack moral capacity. ",FALSE
90_Sotomayor_Crouse_KahlervKansas,1758.56,1760.88,2.32,,,,,,,,,,,,,,,,,, But that's not how I read your charge. ,FALSE
99_Breyer_Adams_WAvCoug,1066.56,1068.88,2.32,1,,,,,inaudible second speaker,,,,,,,,,,,," Assume I think you're mostly right,
but what about the fact that it's gasoline? I mean, can -- can the state impose tolls on -- on the highway? Say they really want people to use mass transit. ",FALSE
261_Breyer_Unikowsky_WAvCoug,2523.88,2526.24,2.36,,,,,,,16,23,0,60,Breyer,m,j,Unikowsky,m,a,8, It doesn't say transportation. ,FALSE
36_Kagan_Purcell_WAvCoug,269.64,272,2.36,1,,,,,no turn change,,,,,,,,,,,," And then another question is,
does this treaty preempt generally applicable taxes? And I'm -- that's -- you've been talking a lot about that. ",FALSE
228_Unikowsky_Breyer_WAvCoug,2175.32,2177.72,2.4,,,,,,,0,18,33,72,Unikowsky,m,a,Breyer,m,j,16.5, Yes. ,FALSE
51_Alito_Ratner_VAvGolden,1349.16,1351.56,2.4,,,,,,,11,14,25,54,Alito,m,j,Ratner,m,a,18," Well, on that first point, injury in fact must be concrete, but it doesn't have to be big. ",FALSE
268_Unikowsky_Alito_WAvCoug,2686.2,2688.6,2.4,,,,,,,27,2,0,18,Unikowsky,m,a,Alito,m,j,13.5," I think that, again, this Court has really drawn a -- has not really talked about in terms of a tax on goods. ",FALSE
164_Roberts_Jurss_MitchellvWisconsin,2354.6,2357,2.4,,,,,,,57,22,50,23,Roberts,m,j,Jurss,f,a,53.5, But I'm not faulting them for that. ,FALSE
20_Sotomayor_Purcell_WAvCoug,192.56,194.96,2.4,1,,,,,no turn change,,,,,,,,,,,," If we accept that the travel provision entitled this tribe to travel with goods back and forth to a market without a tax,
without a license,
just like in the fishing rights case,
then what gives you the right to charge them within the state? Meaning they're traveling free of tax, free of license, they go to the reservation, you can't tax them on the reservation. ",FALSE
152_Kavanaugh_Elias_VAvGolden,3242.32,3244.76,2.44,,,,,,,29,15,30,42,Kavanaugh,m,j,Elias,f,a,29.5, I've been assuming predominance. ,FALSE
123_Breyer_Adams_WAvCoug,1196.96,1199.4,2.44,,,,,,,62,6,42,63,Breyer,m,j,Adams,f,a,52," I know you don't think it's relevant,
but if I happened to think it was relevant and asked the question how much is the tax,
what would the answer be? ",FALSE
139_Elias_Kavanaugh_VAvGolden,2861.72,2864.16,2.44,,,,,,,,,,,,,,,,,," Well, they had to do a functional analysis, Your Honor, and -- and what that meant is that they needed to prove that there was not retrogression. ",FALSE
196_Prelogar_Breyer_KahlervKansas,3204.64,3207.08,2.44,,,,,,,,,,,,,,,,,," I don't think so, because Petitioner still bears the burden of trying to articulate with precision what that something more is. ",FALSE
240_Unikowsky_Breyer_WAvCoug,2256.24,2258.68,2.44,1,,,,,inaudible second speaker,,,,,,,,,,,," The first answer is, if it's truly a regulatory fine,
if it's like you can't possess marijuana and we are punishing you,
then we don't view that as a tax. ",FALSE
98_Breyer_Heytens_VAvGolden,2301.88,2304.32,2.44,1,,,,,inaudible second speaker,,,,,,,,,,,, We're not alleging anything. ,FALSE
101_Heytens_Breyer_VAvGolden,2312.36,2314.84,2.48,,1,,,2315.84,inaudible second speaker,0,1,13,49,Heytens,f,a,Breyer,m,j,6.5, I don't think the Court needs to decide in this case. ,FALSE
184_Prelogar_Kagan_KahlervKansas,3013.8,3016.28,2.48,,,,,,,25,8,31,46,Prelogar,f,a,Kagan,f,j,28, I absolutely agree it's a different test of insanity. ,FALSE
2_Purcell_Sotomayor_WAvCoug,38.44,40.92,2.48,,,,,,,31,21,26,23,Purcell,m,a,Sotomayor,f,j,28.5, I'm sorry. ,FALSE
12_Sotomayor_Purcell_WAvCoug,95.32,97.8,2.48,,,,,,,51,14,68,63,Sotomayor,f,j,Purcell,m,a,59.5," You've been resisting that,
and you call it a use tax. ",FALSE
223_Breyer_Unikowsky_WAvCoug,2153.28,2155.76,2.48,,,,,,,56,27,94,57,Breyer,m,j,Unikowsky,m,a,75, You get a tax. ,FALSE
